"WC_ID";"WC_Text";"WC_luecken"
"2527";"Savagely beating a mascot.";"0"
"2528";"Scrubbing under the folds.";"0"
"2529";"sexual inadequacy";"0"
"2530";"Sexy Siamese twins.";"0"
"2531";"Shaft.";"0"
"2532";"Shitting perfectly into a hot dog bun.";"0"
"2533";"Slow motion.";"0"
"2534";"Space muffins.";"0"
"2535";"Statistically validated stereotypes.";"0"
"2536";"Stockings filled with Vaseline??.";"0"
"2537";"Suddenly feeling really sad for 40 years.";"0"
"2538";"Suicide Awareness Training.";"0"
"2539";"Syphilitic insanity.";"0"
"2540";"The boogeyman.";"0"
"2541";"The EDL.";"0"
"2542";"The Fanta?? girls.";"0"
"2543";"The four arms of Vishnu.";"0"
"2544";"The gun lobby";"0"
"2545";"The harsh light of day.";"0"
"2546";"The hidden dick in your favorite Disney movie.";"0"
"2547";"The ooze.";"0"
"2548";"The shambling corpse of Larry King.";"0"
"2549";"The worst pain imaginable. Times two!";"0"
"2550";"This guy!";"0"
"2551";"Tripping elderly roller skaters.";"0"
"2552";"Walking in on your mom dominating your dad.";"0"
"2553";"Words, words, words.";"0"
"2554";"Zeus's sexual appetites.";"0"
"2555";"10 minute sof decent sex.";"0"
"2556";"A bunch of naked bridesmaids.";"0"
"2557";"A dance so face-meltingly hot, you have to go to the restroom and check your underwear.";"0"
"2558";"A fascist loofa-faced shit-gibbon.";"0"
"2559";"A foreskin charm bracelet";"0"
"2560";"A gender studies teacher.";"0"
"2561";"A horcrux";"0"
"2562";"A hot air balloon powered by fart gas.";"0"
"2563";"A Kiwi with lasers for eyes";"0"
"2564";"A map of Trump's electoral victory.";"0"
"2565";"A naughty girl";"0"
"2566";"A sex doll that just wants to be friends.";"0"
"2567";"A sex machine";"0"
"2568";"a ship-load of precious sperm";"0"
"2569";"A unicorn farting rainbows";"0"
"2570";"Actualizing my potential.";"0"
"2571";"African Babies";"0"
"2572";"All the ways the baby blogs convince you you are murdering your unborn child";"0"
"2573";"Almost having sex in a dream.";"0"
"2574";"Amendments and Commandments, whichever";"0"
"2575";"An interspecies orgy.";"0"
"2576";"Angelina Jolie";"0"
"2577";"Assassinating the president.";"0"
"2578";"Blah blah blah";"0"
"2579";"Bountiful barracks butt stuff.";"0"
"2580";"Calf implants on an infant.";"0"
"2581";"Child support payments.";"0"
"2582";"Crazy raccoons";"0"
"2583";"Demanding an end to video game addiction";"0"
"2584";"Depriving white men of the right to vote for 150 years and just seeing what happens.";"0"
"2585";"Doodle on a cheese doodle.";"0"
"2586";"Drinking soda";"0"
"2587";"Exploding so dead you're reincarnated into an abortion.";"0"
"2588";"Falling into the zoo enclosure.";"0"
"2589";"Finally getting rid of taxis.";"0"
"2590";"Fucking a girl so hard her nose bleeds.";"0"
"2591";"Grand Theft Auto: Fort Lauderdale.";"0"
"2592";"How awesome it is to be white.";"0"
"2593";"inner city children";"0"
"2594";"Intimacy problems.";"0"
"2595";"Jizzing in your Mother in-law's soup.";"0"
"2596";"Kibbles 'n Bits???.";"0"
"2597";"Lots of therapy.";"0"
"2598";"Modrobes";"0"
"2599";"my dad's jar of petroleum jelly";"0"
"2600";"My sex life.";"0"
"2601";"my Yale College and my Harvard";"0"
"2602";"Neil Patrick Harris.";"0"
"2603";"no cock of mine";"0"
"2604";"Party poopers.";"0"
"2605";"Prince Charles";"0"
"2606";"Sharks.";"0"
"2607";"Smoking crack.";"0"
"2608";"Snorting coke off the back of a toilet";"0"
"2609";"Some sort of unstoppable poo gun.";"0"
"2610";"Spotting your commander at BronyCon.";"0"
"2611";"Stuffing my balls into a Sega Genesis and pressing the power button.";"0"
"2612";"Sugar madness.";"0"
"2613";"The best words. (And a below-average spell-checker.)";"0"
"2614";"The complex sounds of goats";"0"
"2615";"The European Union";"0"
"2616";"The pelican that will one day eat Scarlett Johansson's baby.";"0"
"2617";"The safest way to have dolphin-sex.";"0"
"2618";"The secret handshake.";"0"
"2619";"The skin flute, in A minor.";"0"
"2620";"The tiny man who lives inside the ATM and hands out all the money.";"0"
"2621";"Three days without eating in the Arizona desert to reach the American Dream.";"0"
"2622";"Unraveling 550 reels to look busy for a significant amount of time.";"0"
"2623";"What looked like a chemical weapons facility but turned out to be a children's hospital.";"0"
"2624";"Whatever brave hero killed Hitler.";"0"
"2625";"Whispering to your chaplain that Jesus Christ was a pussy.";"0"
"2626";"10 football players with erections barrelling towards you at full speed.";"0"
"2627";"10,000 shrieking teenage girls.";"0"
"2628";"A big ol' plate of fettuccini alfredo.";"0"
"2629";"A big, beautiful mouth packed to the brim with sparkling white teeth.";"0"
"2630";"A black friend.";"0"
"2631";"A burrito that's just sour cream.";"0"
"2632";"A cheerfulness that belies a deep-seated self-loathing.";"0"
"2633";"A cold and indifferent universe.";"0"
"2634";"A creature made of penises that must constantly arouse itself to survive.";"0"
"2635";"A creepy child singing a nursery rhyme.";"0"
"2636";"A dolphin that learns to talk and becomes the Dean of Harvard Law School.";"0"
"2637";"A duffel bag full of lizards.";"0"
"2638";"A finger up the butt.";"0"
"2639";"A genetic predisposition for alcoholism.";"0"
"2640";"A gun that shoots cobras.";"0"
"2641";"A hug.";"0"
"2642";"A long business meeting with no obvious purpose.";"0"
"2643";"A man in a suit with perfect hair who tells you beautiful lies.";"0"
"2644";"A man with the head of a goat and the body of a goat.";"0"
"2645";"A massive collection of child pornography.";"0"
"2646";"A medium horchata.";"0"
"2647";"A negative body image that is totally justified.";"0"
"2648";"A slowly encroaching circle of wolves.";"0"
"2649";"A strong horse and enough rations for thirty days.";"0"
"2650";"A terrified fat child who won't come out of the bushes.";"0"
"2651";"A tiny fireman who puts out tiny fires.";"0"
"2652";"A weird guy who says weird stuff and weirds me out.";"0"
"2653";"A woman's perspective.";"0"
"2654";"A woman's right to choose.";"0"
"2655";"Aborting the shit out of a fetus.";"0"
"2656";"Albert Einstein but if he had huge muscles and a rhinoceros cock.";"0"
"2657";"All the people I've killed.";"0"
"2658";"An arrangement wherein I give a person money and they have sex with me.";"0"
"2659";"An empowered woman.";"0"
"2660";"An incurable homosexual.";"0"
"2661";"An old dog dragging its anus across the floor.";"0"
"2662";"An old dog full of tumors.";"0"
"2663";"An older man.";"0"
"2664";"An X-Man whose power is that he has sex with dogs and children.";"0"
"2665";"Anal.";"0"
"2666";"Antidepressants.";"0"
"2667";"Art.";"0"
"2668";"Assassinating the president.";"0"
"2669";"Awesome pictures of planets and stuff.";"0"
"2670";"Bad emotions I don't want.";"0"
"2671";"Becoming the President of the United States.";"0"
"2672";"Being sexually attracted to children.";"0"
"2673";"Being turned into sausages.";"0"
"2674";"Beyonce.";"0"
"2675";"Big, smart money boys tap-tapping on their keyboards.";"0"
"2676";"Blossoming into a beautiful young woman.";"0"
"2677";"Breastfeeding in public like a radiant earth goddess.";"0"
"2678";"Brunch.";"0"
"2679";"Catching a live salmon in your mouth.";"0"
"2680";"Child labor.";"0"
"2681";"Chinese campaign clothing.";"0"
"2682";"Chipotle.";"0"
"2683";"Chris Hemsworth.";"0"
"2684";"Comprehensive immigration reform.";"0"
"2685";"Condoleezza Rice.";"0"
"2686";"Consensual, nonreproductive incest.";"0"
"2687";"Content.";"0"
"2688";"Crazy anal orgasms.";"0"
"2689";"Creamy slices of real, California avocado.";"0"
"2690";"Critical thinking.";"0"
"2691";"Crushing the patriarchy.";"0"
"2692";"Daddy going away forever.";"0"
"2693";"Defeating a gorilla in single combat.";"0"
"2694";"Denying the Holocaust.";"0"
"2695";"Dis bitch.";"0"
"2696";"Discovering that what I really want in life is to kill people and have sex with their corpses.";"0"
"2697";"Doing a somersault and barfing.";"0"
"2698";"Dominating a man by peeing on his eldest son.";"0"
"2699";"Doritos and a Fruit Roll-Up.";"0"
"2700";"Dropping dead in a Sbarro's bathroom and not being found for 72 hours.";"0"
"2701";"Dumpster juice.";"0"
"2702";"Eating ass.";"0"
"2703";"Eating pebbles, shitting the pebbles, the eating the shit-pebbles, and then shitting those pebbles again.";"0"
"2704";"Eating people.";"0"
"2705";"Eating too many Cinnabons and then vomiting and then eating the vomit.";"0"
"2706";"Ejaculating at the apex of a cartwheel.";"0"
"2707";"Esmeralda, my most beautiful daughter.";"0"
"2708";"Eternal screaming madness.";"0"
"2709";"Every man's ultimate fantasy: a perfectly cylindrical vagina.";"0"
"2710";"everything's for sale";"0"
"2711";"Exploring each other's buttholes.";"0"
"2712";"Facilitating dialogue and deconstructing binaries.";"0"
"2713";"Falling into a pit of waffles.";"0"
"2714";"Farting a huge shit out of my pussy.";"0"
"2715";"Farting all over my face with your tight little asshole.";"0"
"2716";"Feeling the emotion of anger.";"0"
"2717";"Feminist men.";"0"
"2718";"Film roles for actresses over 40.";"0"
"2719";"Finding a nice elevator to poop in.";"0"
"2720";"Forty-five minutes of finger blasting.";"0"
"2721";"Founding a major world religion.";"0"
"2722";"Fucking me good and taking me to Red Lobster.??";"0"
"2723";"Fucking my therapist.";"0"
"2724";"Gary.";"0"
"2725";"Gay thoughts.";"0"
"2726";"Gayle from HR.";"0"
"2727";"Gazpacho.";"0"
"2728";"Getting aborted.";"0"
"2729";"Getting blasted in the face by a t-shirt cannon.";"0"
"2730";"Getting eaten out by a dog.";"0"
"2731";"Getting high with mom.";"0"
"2732";"Getting killed and dragged up a tree by a leopard.";"0"
"2733";"Getting laid like all the time.";"0"
"2734";"Getting naked too soon.";"0"
"2735";"Getting pegged.";"0"
"2736";"Getting the Dorito crumbs out of my pubes.";"0"
"2737";"Getting this party started!";"0"
"2738";"Getting trapped in a conversation about Ayn Rand.";"0"
"2739";"Going around pulling people's tampons out.";"0"
"2740";"Going to bed at a reasonable hour.";"0"
"2741";"Gregor, my largest son.";"0"
"2742";"Grunting for ten minutes and then peeing sand.";"0"
"2743";"Gus: the Palsy Cat.";"0"
"2744";"Happy daddies with happy sandals.";"0"
"2745";"Hating Jews.";"0"
"2746";"Having a vagina.";"0"
"2747";"Having an awesome time drinking and driving.";"0"
"2748";"Having sex with a beautiful person.";"0"
"2749";"Having sex with a man and then eating his head.";"0"
"2750";"Having sex with your mom.";"0"
"2751";"Holding the proper political beliefs of my time to attract a mate.";"0"
"2752";"Homework.";"0"
"2753";"Hot lettuce.";"0"
"2754";"How good lead paint taste.";"0"
"2755";"How great my ass looks in these jeans.";"0"
"2756";"How sad it will be when Morgan Freeman dies.";"0"
"2757";"How strange it is to be anything at all.";"0"
"2758";"Huge big balls full of jizz.";"0"
"2759";"Informing you that I am a registered sex offender.";"0"
"2760";"ISIS.";"0"
"2761";"It being too late to stop having sex with a horse.";"0"
"2762";"Jason, the teen mayor.";"0"
"2763";"Jazz.";"0"
"2764";"Jeff Bezos.";"0"
"2765";"Just now finding out about the Armenian Genocide.";"0"
"2766";"Late-stage dementia.";"0"
"2767";"Libertarians.";"0"
"2768";"Loud, scary thunder.";"0"
"2769";"Making out and stuff.";"0"
"2770";"Math.";"0"
"2771";"Meatloaf, the food.";"0"
"2772";"Meatloaf, the man.";"0"
"2773";"Melissa McCarthyism.";"0"
"2774";"Menopause.";"0"
"2775";"Mental illness.";"0"
"2776";"Microaggressions.";"0"
"2777";"Misogyny.";"0"
"2778";"Mixing M&Ms and Skittles like some kind of psychopath.";"0"
"2779";"Mommy and daddy fighting all the time.";"0"
"2780";"Moon people.";"0"
"2781";"Munchin' puss.";"0"
"2782";"My brother's hot friends.";"0"
"2783";"My dog dying.";"0"
"2784";"My huge penis and substantial fortune.";"0"
"2785";"Objectifying women.";"0"
"2786";"One of them big-city Jew lawyers.";"0"
"2787";"One of those ""blow jobs"" I've been hearing so much about.";"0"
"2788";"Onions.";"0"
"2789";"Opening your mouth to talk and a big penis flops out.";"0"
"2790";"Our baby.";"0"
"2791";"Out-of-control teenage blowjob parties.";"0"
"2792";"Overthrowing the democratically-elected government of Chile.";"0"
"2793";"Participating.";"0"
"2794";"Period poops.";"0"
"2795";"Picking up a glass of water and taking a sip and being the president.";"0"
"2796";"Playing my asshole like a trumpet.";"0"
"2797";"Plowing that ass like a New England corn farmer.";"0"
"2798";"Political correctness.";"0"
"2799";"Pooping in a leotard and hoping no one notices.";"0"
"2800";"Pooping in the potty.";"0"
"2801";"Prematurely ejaculating like a total loser.";"0"
"2802";"Pretending to be one of the guys but actually being the spider god.";"0"
"2803";"Putting more black people in jail.";"0"
"2804";"Quacking like a duck in lieu of a cogent argument.";"0"
"2805";"Quinoa.";"0"
"2806";"Raising three kids on minimum wage.";"0"
"2807";"Reaching an age where barbecue chips are better than sex.";"0"
"2808";"Regurgitating a half-digested sparrow.";"0"
"2809";"Restoring Germany to its former glory.";"0"
"2810";"Rock-hard tits and a huge vagina.";"0"
"2811";"Rolling so hard.";"0"
"2812";"Rubbing my bush all over your bald head.";"0"
"2813";"Salsa Night at Dave's Cantina.";"0"
"2814";"Scissoring, if that's a thing.";"0"
"2815";"Seizing control of the means of production.";"0"
"2816";"Self-identifying as a DJ.";"0"
"2817";"Showering praise upon the Sultan's hideous daughters.";"0"
"2818";"Showing all the boys my pussy.";"0"
"2819";"Slamming a dunk.";"0"
"2820";"Smashing my balls at the moment of climax.";"0"
"2821";"Some of that good dick.";"0"
"2822";"Some real spicy shrimps.";"0"
"2823";"Starting a shitty podcast.";"0"
"2824";"Straight blazin' 24/7.";"0"
"2825";"Sucking each other's penises for hours on end.";"0"
"2826";"Sudden and unwanted slam poetry.";"0"
"2827";"Systems and policies designed to preserve centuries-old power structures.";"0"
"2828";"Tables.";"0"
"2829";"Taking the form of a falcon.";"0"
"2830";"Tender chunks of all-white-meat chicken.";"0"
"2831";"That bitch, Stacy.";"0"
"2832";"That chicken from Popeyes. ??";"0"
"2833";"The amount of baby carrots I can fit up my ass.";"0"
"2834";"The best, deepest quotes from The Dark Knight.";"0"
"2835";"The body of a 46-year-old man.";"0"
"2836";"The bond between a woman and her horse.";"0"
"2837";"The clown that followed me home from the grocery store.";"0"
"2838";"The fear and hatred in men's hearts.";"0"
"2839";"The feeling of going to McDonald's as a 6-year-old.";"0"
"2840";"The flaming wreckage of the International Space Station.";"0"
"2841";"The full force of the American military.";"0"
"2842";"The full-blown marginalization of ugly people.";"0"
"2843";"The government.";"0"
"2844";"The graceful path of an autumn leaf as it falls to its earthen cradle.";"0"
"2845";"The hottest MILF in Dallas.";"0"
"2846";"The LGBT community.";"0"
"2847";"The lived experience of African Americans.";"0"
"2848";"The mysterious fog rolling into town.";"0"
"2849";"The ol' penis-in-the-popcorn surprise.";"0"
"2850";"The Rwandan Genocide.";"0"
"2851";"The secret to truly resilient hair.";"0"
"2852";"The sweet, forbidden meat of the monkey.";"0"
"2853";"The wind.";"0"
"2854";"Thinking about what eating even is.";"0"
"2855";"Three hours of nonstop penetration.";"0"
"2856";"Tiny, rancid girl farts.";"0"
"2857";"Trees.";"0"
"2858";"Trevor, the world's greatest boyfriend.";"0"
"2859";"Turning 32.";"0"
"2860";"Twenty bucks.";"0"
"2861";"Twenty cheerleaders laughing at your tiny penis.";"0"
"2862";"Twisting my cock and balls into a balloon poodle.";"0"
"2863";"Two beautiful pig sisters.";"0"
"2864";"Two shitty kids and a garbage husband.";"0"
"2865";"Waking up inside of a tornado.";"0"
"2866";"Watching a hot person eat.";"0"
"2867";"Watching you die.";"0"
"2868";"Water.";"0"
"2869";"When the big truck goes ""Toot! Toot!""";"0"
"2870";"Who really did 9/11.";"0"
"2871";"Whomsoever let the dogs out.";"0"
"2872";"Whooping your ass at Mario Kart.";"0"
"2873";"Working so hard to have muscles and then having them.";"0"
"2874";"You.";"0"
"2875";"A juicy lil' booty going poot-poot-pooty.";"0"
"2876";"Aborted boat babies going overboard.";"0"
"2877";"Dumping Mountain Dew Baja Blas all over my gorgeous natural titties.";"0"
"2878";"Getting radicalized on YouTube.";"0"
"2879";"Getting spit on by one hundred women.";"0"
"2880";"Sitting atop a pile of tuna like some kind of tuna queen.";"0"
"2881";"Watching the show Frasier"" and feeling the emotion ""pleasure.""";"0"
"2882";"A pointless job at a soulless corporation.";"0"
"2883";"Being terrified of a single bee.";"0"
"2884";"Being young and in love in New York City.";"0"
"2885";"Chemotherapy.";"0"
"2886";"Delighting in the pain of others.";"0"
"2887";"Forming a monogamous pairbond.";"0"
"2888";"Getting my butt trapped hilariously in a tuba.";"0"
"2889";"Getting sad for no reason.";"0"
"2890";"Good ol' fashioned face-to-face conversation.";"0"
"2891";"Harnessing the power of steam!!!";"0"
"2892";"How good this cantaloupe feels on my penis.";"0"
"2893";"Just hangin' out, ya know?";"0"
"2894";"Like 50 mosquito bites.";"0"
"2895";"Losing a loved one to Fox News.";"0"
"2896";"Really tall people.";"0"
"2897";"Saying ""what's that?"" And then stealing a french fry.";"0"
"2898";"Sucking all the oil out of the planet and fucking off to Mars.";"0"
"2899";"The bomb strapped to my chest.";"0"
"2900";"The joy of song.";"0"
"2901";"The salmon.";"0"
"2902";"The unspeakable horrors of factory farming.";"0"
"2903";"The whole Jeffrey Epstein thing.";"0"
"2904";"This horrible thing called twitter.";"0"
"2905";"Three hours of pimple-popping videos.";"0"
"2906";"Unwelcome sexual attention from grown men.";"0"
"2907";"Using words to communicate.";"0"
"2908";"War with China.";"0"
"2909";"Watching the life drain from the eyes of my son's killer.";"0"
"2910";"A comprehensive understanding of the Irish backstop.";"0"
"2911";"A deep-rooted fear of the working class.";"0"
"2912";"A general lack of purpose.";"0"
"2913";"A Ginsters pasty and three cans of Monsters Energy.";"0"
"2914";"A meat raffle!";"0"
"2915";"A slightly salty toad in the hole.";"0"
"2916";"Ainsley Harriott.";"0"
"2917";"All my gentleman suitors.";"0"
"2918";"Barely making ??15,000 a year.";"0"
"2919";"Being a witch.";"0"
"2920";"Being fucking stupid.";"0"
"2921";"Blood, sweat, and tears.";"0"
"2922";"Brutal austerity.";"0"
"2923";"cunninglus";"0"
"2924";"Danny Dyer.";"0"
"2925";"Discovering he's a Tory.";"0"
"2926";"Flat out not giving a shit.";"0"
"2927";"Getting the same Boots Meal Deal every day for six years.";"0"
"2928";"James fucking Cordon.";"0"
"2929";"Licking the Queen.";"0"
"2930";"Martin Lewis, Money Saving Expert.";"0"
"2931";"My Uber driver, Ajay.";"0"
"2932";"Nicki Minaj.";"0"
"2933";"Ryanair.";"0"
"2934";"Scottish independence.";"0"
"2935";"Sitting in a jar of vinegar all night because I am gherkin.";"0"
"2936";"Slapping your knees to signal your imminent departure.";"0"
"2937";"The bastard seagull who stole my chips.";"0"
"2938";"The Hair Plug Club";"0"
"2939";"The petty troubles of the aristrocracy.";"0"
"2940";"The Smell of a Primark.";"0"
"2941";"The Strictly Come Dancing final.";"0"
"2942";"The Welsh.";"0"
"2943";"Waking up half-naked in a Wetherspoons car park.";"0"
"2944";"A cranky CEO with the world's biggest dingus.";"0"
"2945";"A cranky congressman with an impressive scrotum.";"0"
"2946";"A cranky god with a crappy asshole.";"0"
"2947";"A cranky god with the world's smallest pecker.";"0"
"2948";"A cranky hunk with a perfectly-formed asshole.";"0"
"2949";"A cranky nerd with a sopping wet dick.";"0"
"2950";"A cranky superhero with a surprisingly large cock.";"0"
"2951";"A cranky surgeon with a glorious pussy.";"0"
"2952";"A dad with a creamy asshole.";"0"
"2953";"A dentist with a sopping wet pecker.";"0"
"2954";"A fat Batman with a sopping wet scrotum.";"0"
"2955";"A fat cop with a surprisingly large erection.";"0"
"2956";"A fat guy with a beautiful scrotum.";"0"
"2957";"A fat hipster with a beautiful asshole.";"0"
"2958";"A fat horse with a crappy scrotum.";"0"
"2959";"A fat horse with a spectacular ballsack.";"0"
"2960";"A fat nerd with the world's biggest dingus.";"0"
"2961";"A fat nurse with a surprisingly large anus.";"0"
"2962";"A fat school teacher with an infinite twat.";"0"
"2963";"A fat surgeon with a creamy dingus.";"0"
"2964";"A fat wizard with a tremendous vagina.";"0"
"2965";"A funny little boss with an epic pair of nipples.";"0"
"2966";"A funny little bro with a glorious pair of tits.";"0"
"2967";"A gay CEO with a shit-covered dong.";"0"
"2968";"A gay cop with a sopping wet asshole.";"0"
"2969";"A gay donkey with an infinite dong.";"0"
"2970";"A gay fireman with a sopping wet vagina.";"0"
"2971";"A gay fireman with an impressive anus.";"0"
"2972";"A gay hipster with an impressive taint.";"0"
"2973";"A gay nurse with a glorious anus.";"0"
"2974";"A gay prince with a crappy butthole.";"0"
"2975";"A gay prince with a sopping wet vagina.";"0"
"2976";"A gay prince with history's greatest cock.";"0"
"2977";"A gay Republican with a beautiful dick.";"0"
"2978";"A gay superhero with a creamy vagina.";"0"
"2979";"A gay wizard with an inspiring asshole.";"0"
"2980";"A gorgeous cop with a sopping wet penis.";"0"
"2981";"A gorgeous cop with a surprisingly large pair of nipples.";"0"
"2982";"A gorgeous dancer with an impressive erection.";"0"
"2983";"A gorgeous dragon with a spectacular twat.";"0"
"2984";"A gorgeous garbageman with a perfectly-formed dong.";"0"
"2985";"A gorgeous grandfather with history's greatest butthole.";"0"
"2986";"A gorgeous mom with a beautiful erection.";"0"
"2987";"A gorgeous nurse with an extra pair of tits.";"0"
"2988";"A gorgeous plumber with a spectacular taint.";"0"
"2989";"A grandfather with a creamy dingus.";"0"
"2990";"A happy baseball player with quite a clit.";"0"
"2991";"A happy bro with an infinite cock.";"0"
"2992";"A happy dancer with an impressive scrotum.";"0"
"2993";"A happy god with a wonderful clitoris.";"0"
"2994";"A happy grandma with a surprisingly large penis.";"0"
"2995";"A happy guy with a chocolate-covered taint.";"0"
"2996";"A happy President with a tiny, upsetting dong.";"0"
"2997";"A happy priest with a hairy pair of tits.";"0"
"2998";"A happy Rabbi with a chocolate-covered ballsack.";"0"
"2999";"A happy Rabbi with a tiny, upsetting butthole.";"0"
"3000";"A happy Rabbi with an epic erection.";"0"
"3001";"A happy Republican with a perfectly-formed butthole.";"0"
"3002";"A happy wizard with the world's biggest dick.";"0"
"3003";"A happy woman with a beautiful dick.";"0"
"3004";"A happy woman with a shit-covered cock.";"0"
"3005";"A hard working nerd with a weird scrotum.";"0"
"3006";"A hard-working garbageman with a tremendous taint.";"0"
"3007";"A hard-working grandfather with a surprisingly large dingus.";"0"
"3008";"A hard-working guy with a crappy clitoris.";"0"
"3009";"A hard-working hunk with a tremendous vagina.";"0"
"3010";"A hard-working milkman with a tremendous cock.";"0"
"3011";"A hard-working milkman with an impressive dick.";"0"
"3012";"A hard-working milkman with the world's smallest vagina.";"0"
"3013";"A hard-working nerd with a weird scrotum.";"0"
"3014";"A hard-working superhero with an extra asshole.";"0"
"3015";"A hard-working woman with the world's biggest dong.";"0"
"3016";"A horny dentist with a tiny, upsetting pair of tits.";"0"
"3017";"A horny farmer with a weird cock.";"0"
"3018";"A horny garbageman with a chocolate-covered clitoris.";"0"
"3019";"A horny grandfather with a glistening erection.";"0"
"3020";"A horny grandfather with a smooth dong.";"0"
"3021";"A horny guy with a wonderful ballsack.";"0"
"3022";"A horny mom with an infinite cock.";"0"
"3023";"A horny Republican with an impressive butthole.";"0"
"3024";"A horny surgeon with a weird dong.";"0"
"3025";"A horny woman with a shit-covered dingus.";"0"
"3026";"A horny woman with a surprisingly large penis.";"0"
"3027";"A horny woman with a wonderful clitoris.";"0"
"3028";"A hot baseball player with a weird asshole.";"0"
"3029";"A hot bro with a hairy dick.";"0"
"3030";"A hot congressman with a smooth clitoris.";"0"
"3031";"A hot congressman with history's greatest asshole.";"0"
"3032";"A hot god with a beautiful scrotum.";"0"
"3033";"A hot grandfather with an extra scrotum.";"0"
"3034";"A hot hipster with the world's biggest ballsack.";"0"
"3035";"A hot hipster with the world's smallest pair of nipples.";"0"
"3036";"A hot novelist with a crappy dick.";"0"
"3037";"A hot priest with a shit-covered dingus.";"0"
"3038";"A hot school teacher with an inspiring vagina.";"0"
"3039";"A huge bro with a glorious taint.";"0"
"3040";"A huge cop with a perfectly-formed clitoris.";"0"
"3041";"A huge dad with a smooth penis.";"0"
"3042";"A huge dragon with a tiny, upsetting pussy.";"0"
"3043";"A huge fireman with history's greatest anus.";"0"
"3044";"A huge god with a perfectly-formed taint.";"0"
"3045";"A huge hipster with a perfectly-formed pair of tits.";"0"
"3046";"A huge Rabbi with the world's biggest cock.";"0"
"3047";"A huge school teacehr with an infinite pussy.";"0"
"3048";"A huge surgeon with a hairy scrotum.";"0"
"3049";"A huge woman with an impressive penis.";"0"
"3050";"A laid-back boss with an inspiring pussy.";"0"
"3051";"A laid-back congressman with a perfectly-formed taint.";"0"
"3052";"A laid-back dad with a smooth clitoris.";"0"
"3053";"A laid-back dog with the world's smallest scrotum.";"0"
"3054";"A laid-back doneky with a spectacular erection.";"0"
"3055";"A laid-back donkey with a spectacular scrotum.";"0"
"3056";"A laid-back grandfather with a surprisingly large asshole.";"0"
"3057";"A laid-back hipster with a crappy ballsack.";"0"
"3058";"A laid-back horse with a wonderful scrotum.";"0"
"3059";"A laid-back President with the world's biggest vagina.";"0"
"3060";"A laid-back priest with a tremendous ballsack.";"0"
"3061";"A laid-back prince with the world's biggest butthole.";"0"
"3062";"A laid-back Rabbi with a tiny, upsetting erection.";"0"
"3063";"A laid-back school teacher with an impressive butthole.";"0"
"3064";"A laid-back superhero with an extra taint.";"0"
"3065";"A laid-back superhero with the world's biggest anus.";"0"
"3066";"A laidback horse with a crappy twat.";"0"
"3067";"A large dog with a weird taint.";"0"
"3068";"A large farmer with a surprisingly large taint.";"0"
"3069";"A large garbageman with an infinite dong.";"0"
"3070";"A large hipster with a crappy erection.";"0"
"3071";"A large hipster with a weird ballsack.";"0"
"3072";"A lonely Batman with a crappy dingus.";"0"
"3073";"A lonely boss with a wonderful asshole.";"0"
"3074";"A lonely dentist with an inspiring taint.";"0"
"3075";"A lonely farmer with a glorious pair of nipples.";"0"
"3076";"A lonely fireman with a chocolate-covered dong.";"0"
"3077";"A lonely god with an extra pussy.";"0"
"3078";"A lonely nurse with an epic pair of nipples.";"0"
"3079";"A mean CEO with a wonderful taint.";"0"
"3080";"A mean garbageman with a smooth erection.";"0"
"3081";"A mean grandfater with a perfectly-formed clitoris.";"0"
"3082";"A mean grandfather with a chocolate-covered dong.";"0"
"3083";"A mean nerd with a creamy twat.";"0"
"3084";"A mean nerd with an epic anus.";"0"
"3085";"A mean plumber with an impressive vagina.";"0"
"3086";"A mean President with a perfectly-formed clitoris.";"0"
"3087";"A mean school teacher with a glistening butthole.";"0"
"3088";"A moaning fireman with an infinite anus.";"0"
"3089";"A moaning garbageman with a glistening asshole.";"0"
"3090";"A moaning god with a smooth dick.";"0"
"3091";"A moaning mom with a shit-covered ballsack.";"0"
"3092";"A moaning novelist with a smooth dingus.";"0"
"3093";"A moaning nurse with a shit-covered butthole.";"0"
"3094";"A moaning nurse with a tremendous dingus.";"0"
"3095";"A moaning wizard with a sopping wet asshole.";"0"
"3096";"A muscular Batman with a tremendous ballsack.";"0"
"3097";"A muscular cop with an epic pair of tits.";"0"
"3098";"A muscular garbageman with a sopping wet pussy.";"0"
"3099";"A muscular god with a hairy erection.";"0"
"3100";"A muscular hunk with an epic asshole.";"0"
"3101";"A muscular milkman with a glistening dick.";"0"
"3102";"A muscular prince with a glorious anus.";"0"
"3103";"A muscular prince with a spectacular twat.";"0"
"3104";"A muscular woman with the world's biggest pair of nipples.";"0"
"3105";"A regular garbageman with a creamy pair of tits.";"0"
"3106";"A regular grandfather with a creamy dingus.";"0"
"3107";"A regular hipster with an extra dingus.";"0"
"3108";"A regular prince with an extra taint.";"0"
"3109";"A regular Rabbi with a chocolate-covered pair of nipples.";"0"
"3110";"A regular Rabbi with a glistening scrotum.";"0"
"3111";"A sad astronaut with a creamy cock.";"0"
"3112";"A sad boss with a weird dingus.";"0"
"3113";"A sad god with a shit-covered pair of nipples.";"0"
"3114";"A sad hunk with an extra ballsack.";"0"
"3115";"A sad mom with a glorius anus.";"0"
"3116";"A sad nerd with a glorious vagina.";"0"
"3117";"A sad novelist with history's greatest penis.";"0"
